!SWISSto12 MCK epsilon fit data
!name=Sample_3D_Radome_Material_No5_19052022_1
!thickness[mm]=3.000
!freq eps tand
84.750 2.509 2.015e-02 
84.800 2.509 2.017e-02 
84.850 2.508 2.020e-02 
84.900 2.508 2.022e-02 
84.950 2.508 2.024e-02 
85.000 2.508 2.026e-02 
85.050 2.508 2.028e-02 
85.100 2.508 2.029e-02 
85.150 2.507 2.031e-02 
85.200 2.507 2.033e-02 
85.250 2.507 2.035e-02 
85.300 2.507 2.036e-02 
85.350 2.507 2.038e-02 
85.400 2.507 2.039e-02 
85.450 2.506 2.040e-02 
85.500 2.506 2.042e-02 
85.550 2.506 2.043e-02 
85.600 2.506 2.044e-02 
85.650 2.506 2.045e-02 
85.700 2.506 2.046e-02 
85.750 2.505 2.047e-02 
85.800 2.505 2.048e-02 
85.850 2.505 2.049e-02 
85.900 2.505 2.050e-02 
85.950 2.505 2.051e-02 
86.000 2.505 2.052e-02 
86.050 2.504 2.053e-02 
86.100 2.504 2.053e-02 
86.150 2.504 2.054e-02 
86.200 2.504 2.055e-02 
86.250 2.504 2.055e-02 
86.300 2.504 2.056e-02 
86.350 2.504 2.057e-02 
86.400 2.503 2.057e-02 
86.450 2.503 2.058e-02 
86.500 2.503 2.058e-02 
86.550 2.503 2.058e-02 
86.600 2.503 2.059e-02 
86.650 2.503 2.059e-02 
86.700 2.502 2.059e-02 
86.750 2.502 2.060e-02 
86.800 2.502 2.060e-02 
86.850 2.502 2.060e-02 
86.900 2.502 2.060e-02 
86.950 2.502 2.060e-02 
87.000 2.501 2.061e-02 
87.050 2.501 2.061e-02 
87.100 2.501 2.061e-02 
87.150 2.501 2.061e-02 
87.200 2.501 2.061e-02 
87.250 2.501 2.061e-02 
87.300 2.500 2.060e-02 
87.350 2.500 2.060e-02 
87.400 2.500 2.060e-02 
87.450 2.500 2.060e-02 
87.500 2.500 2.060e-02 
87.550 2.499 2.059e-02 
87.600 2.499 2.059e-02 
87.650 2.499 2.058e-02 
87.700 2.499 2.058e-02 
87.750 2.499 2.057e-02 
87.800 2.498 2.057e-02 
87.850 2.498 2.056e-02 
87.900 2.498 2.056e-02 
87.950 2.498 2.055e-02 
88.000 2.498 2.055e-02 
88.050 2.497 2.054e-02 
88.100 2.497 2.053e-02 
88.150 2.497 2.052e-02 
88.200 2.497 2.051e-02 
88.250 2.497 2.051e-02 
88.300 2.496 2.050e-02 
88.350 2.496 2.049e-02 
88.400 2.496 2.048e-02 
88.450 2.496 2.047e-02 
88.500 2.495 2.045e-02 
88.550 2.495 2.044e-02 
88.600 2.495 2.043e-02 
88.650 2.495 2.042e-02 
88.700 2.495 2.041e-02 
88.750 2.494 2.039e-02 
88.800 2.494 2.038e-02 
88.850 2.494 2.037e-02 
88.900 2.494 2.035e-02 
88.950 2.494 2.034e-02 
89.000 2.493 2.033e-02 
89.050 2.493 2.031e-02 
89.100 2.493 2.030e-02 
89.150 2.493 2.028e-02 
89.200 2.492 2.026e-02 
89.250 2.492 2.025e-02 
89.300 2.492 2.023e-02 
89.350 2.492 2.021e-02 
89.400 2.492 2.019e-02 
89.450 2.491 2.018e-02 
89.500 2.491 2.016e-02 
89.550 2.491 2.014e-02 
89.600 2.491 2.012e-02 
89.650 2.491 2.010e-02 
89.700 2.491 2.008e-02 
89.750 2.490 2.006e-02 
89.800 2.490 2.004e-02 
89.850 2.490 2.001e-02 
89.900 2.490 1.999e-02 
89.950 2.490 1.997e-02 
90.000 2.490 1.994e-02 
