!SWISSto12 MCK epsilon fit data
!name=Sample_Concrete_19052022_1
!thickness[mm]=18.000
!freq eps tand
75.000 4.589 6.551e-02 
75.050 4.589 6.555e-02 
75.100 4.589 6.560e-02 
75.150 4.589 6.564e-02 
75.200 4.589 6.568e-02 
75.250 4.588 6.573e-02 
75.300 4.588 6.578e-02 
75.350 4.588 6.582e-02 
75.400 4.588 6.587e-02 
75.450 4.588 6.592e-02 
75.500 4.588 6.597e-02 
75.550 4.587 6.602e-02 
75.600 4.587 6.607e-02 
75.650 4.587 6.612e-02 
75.700 4.587 6.617e-02 
75.750 4.587 6.622e-02 
75.800 4.587 6.627e-02 
75.850 4.586 6.632e-02 
75.900 4.586 6.638e-02 
75.950 4.586 6.643e-02 
76.000 4.586 6.648e-02 
76.050 4.586 6.653e-02 
76.100 4.586 6.658e-02 
76.150 4.586 6.663e-02 
76.200 4.585 6.668e-02 
76.250 4.585 6.673e-02 
76.300 4.585 6.678e-02 
76.350 4.585 6.683e-02 
76.400 4.585 6.687e-02 
76.450 4.585 6.692e-02 
76.500 4.585 6.697e-02 
76.550 4.584 6.701e-02 
76.600 4.584 6.706e-02 
76.650 4.584 6.711e-02 
76.700 4.584 6.715e-02 
76.750 4.584 6.720e-02 
76.800 4.584 6.724e-02 
76.850 4.583 6.728e-02 
76.900 4.583 6.733e-02 
76.950 4.583 6.737e-02 
77.000 4.583 6.741e-02 
77.050 4.583 6.745e-02 
77.100 4.582 6.749e-02 
77.150 4.582 6.753e-02 
77.200 4.582 6.757e-02 
77.250 4.582 6.761e-02 
77.300 4.582 6.765e-02 
77.350 4.581 6.768e-02 
77.400 4.581 6.772e-02 
77.450 4.581 6.776e-02 
77.500 4.581 6.779e-02 
77.550 4.581 6.783e-02 
77.600 4.580 6.786e-02 
77.650 4.580 6.790e-02 
77.700 4.580 6.793e-02 
77.750 4.580 6.796e-02 
77.800 4.580 6.799e-02 
77.850 4.579 6.803e-02 
77.900 4.579 6.806e-02 
77.950 4.579 6.809e-02 
78.000 4.579 6.811e-02 
78.050 4.579 6.814e-02 
78.100 4.578 6.817e-02 
78.150 4.578 6.820e-02 
78.200 4.578 6.823e-02 
78.250 4.578 6.825e-02 
78.300 4.578 6.828e-02 
78.350 4.578 6.830e-02 
78.400 4.577 6.833e-02 
78.450 4.577 6.835e-02 
78.500 4.577 6.838e-02 
78.550 4.577 6.840e-02 
78.600 4.577 6.842e-02 
78.650 4.577 6.845e-02 
78.700 4.576 6.847e-02 
78.750 4.576 6.849e-02 
78.800 4.576 6.851e-02 
78.850 4.576 6.853e-02 
78.900 4.576 6.856e-02 
78.950 4.576 6.858e-02 
79.000 4.575 6.860e-02 
79.050 4.575 6.862e-02 
79.100 4.575 6.864e-02 
79.150 4.575 6.866e-02 
79.200 4.575 6.868e-02 
79.250 4.575 6.870e-02 
79.300 4.575 6.872e-02 
79.350 4.574 6.874e-02 
79.400 4.574 6.876e-02 
79.450 4.574 6.878e-02 
79.500 4.574 6.880e-02 
79.550 4.574 6.882e-02 
79.600 4.574 6.884e-02 
79.650 4.574 6.886e-02 
79.700 4.574 6.888e-02 
79.750 4.573 6.890e-02 
79.800 4.573 6.892e-02 
79.850 4.573 6.894e-02 
79.900 4.573 6.896e-02 
79.950 4.573 6.898e-02 
80.000 4.573 6.900e-02 
80.050 4.573 6.902e-02 
80.100 4.573 6.905e-02 
80.150 4.572 6.907e-02 
80.200 4.572 6.909e-02 
80.250 4.572 6.911e-02 
80.300 4.572 6.913e-02 
80.350 4.572 6.916e-02 
80.400 4.572 6.918e-02 
80.450 4.572 6.920e-02 
80.500 4.571 6.922e-02 
80.550 4.571 6.924e-02 
80.600 4.571 6.927e-02 
80.650 4.571 6.929e-02 
80.700 4.571 6.931e-02 
80.750 4.571 6.933e-02 
80.800 4.571 6.935e-02 
80.850 4.571 6.938e-02 
80.900 4.570 6.940e-02 
80.950 4.570 6.942e-02 
81.000 4.570 6.944e-02 
81.050 4.570 6.946e-02 
81.100 4.570 6.948e-02 
